Branch_Name,Region,Account_Balance,Branch_ID,Credit_Amount,Credit_Score,Interest_Rate,Loan_Term_Months,Region_Code,active_clients_district,branch_count,clients_in_district_rows,district_population,need_for_bank_service
Andijon,Qashqadaryo viloyati - Beshkent,55555643.708333336,531.0833333333334,264924782.875,521.3333333333334,16.47458333333333,38.0,7.291666666666667,9770.666666666666,1.6666666666666667,212.20833333333334,146882.95833333334,0.9383750000000001
Andijon,Qashqadaryo viloyati - Kitob,49517044.631578945,685.6842105263158,307740003.42105263,579.4736842105264,18.18421052631579,46.10526315789474,7.052631578947368,10704.157894736842,2.473684210526316,217.31578947368422,184569.2105263158,0.9264736842105262
Andijon,Qashqadaryo viloyati - Koson,51138743.833333336,565.8333333333334,246192571.05555555,625.5555555555555,19.05611111111111,42.666666666666664,6.944444444444445,12335.611111111111,2.5,194.5,192794.94444444444,0.9281666666666667
Andijon,Qashqadaryo viloyati - Qarshi,54269229.85,608.05,236838491.45,468.1,18.255000000000003,45.0,8.2,8749.85,1.75,188.25,127509.2,0.9292
Andijon,Qashqadaryo viloyati - Shahrisabz,47538715.52380952,530.9047619047619,263075804.33333334,568.7142857142857,18.794285714285714,34.285714285714285,8.047619047619047,13609.952380952382,2.5714285714285716,196.9047619047619,194324.42857142858,0.9395238095238095
Andijon,Qashqadaryo viloyati - Yakkabog‘,46387167.0,583.7272727272727,214428291.5,575.9090909090909,17.813181818181818,36.54545454545455,9.681818181818182,16211.454545454546,2.9545454545454546,222.0,231380.0,0.9308181818181819
Andijon,Qoraqalpog‘iston - Chimboy,48766426.55555555,507.05555555555554,282806496.0,635.0555555555555,16.81888888888889,36.666666666666664,8.38888888888889,14689.0,2.5,197.77777777777777,239787.5,0.9422777777777777
Andijon,Qoraqalpog‘iston - Nukus,41660519.578947365,447.05263157894734,305700325.84210527,515.2105263157895,17.952631578947365,37.26315789473684,7.2105263157894735,7900.368421052632,1.5263157894736843,191.52631578947367,117312.47368421052,0.9234210526315788
Andijon,Qoraqalpog‘iston - Taxiatosh,44235127.833333336,533.3333333333334,282675341.3333333,625.1666666666666,19.478333333333335,47.0,6.333333333333333,16205.833333333334,2.5,196.33333333333334,213926.58333333334,0.9293333333333332
Andijon,Samarqand viloyati - Kattaqo‘rg‘on,46079146.1875,567.625,268092891.125,589.625,19.63625,35.25,8.8125,12657.3125,2.5,212.875,225835.3125,0.92925
Andijon,Samarqand viloyati - Nurobod,50329915.375,527.75,272705725.0625,653.3125,18.08625,46.5,6.6875,14859.375,2.375,209.625,184660.125,0.9233125
Andijon,Samarqand viloyati - Samarqand,40603303.666666664,535.5833333333334,315512586.3333333,584.9166666666666,19.289166666666667,43.0,6.833333333333333,12579.5,2.6666666666666665,173.0,221525.0,0.93575
Andijon,Sirdaryo viloyati - Guliston,63673901.28571428,426.1904761904762,250003349.19047618,601.7142857142857,18.10571428571429,40.57142857142857,8.095238095238095,10011.52380952381,2.0952380952380953,193.0952380952381,163374.52380952382,0.9371428571428572
Andijon,Sirdaryo viloyati - Shirin,51970559.47058824,525.1764705882352,249572361.6470588,566.4117647058823,18.102941176470587,48.0,7.0588235294117645,11429.941176470587,2.411764705882353,217.2941176470588,185467.29411764705,0.9350588235294117
Andijon,Sirdaryo viloyati - Sirdaryo,62650062.875,554.0625,223596121.0,532.5625,18.255625,36.0,7.5625,9763.625,1.75,219.875,138652.1875,0.925875
Andijon,Surxondaryo viloyati - Denov,62454941.5,568.6363636363636,264910440.8181818,571.1363636363636,17.81772727272727,39.81818181818182,9.681818181818182,7884.772727272727,1.5,193.95454545454547,122348.63636363637,0.9263181818181819
Andijon,Surxondaryo viloyati - Sherobod,47935250.0,585.2380952380952,240569701.47619048,565.6666666666666,16.432380952380953,40.57142857142857,8.80952380952381,19457.14285714286,2.8095238095238093,205.61904761904762,245433.7142857143,0.9262857142857142
Andijon,Surxondaryo viloyati - Termiz,56093708.0,592.2173913043479,227885524.6956522,562.0869565217391,17.75391304347826,47.47826086956522,6.826086956521739,15011.91304347826,2.869565217391304,190.08695652173913,234701.13043478262,0.9293913043478261
Andijon,Toshkent shahri,49213645.0,525.2,204100207.4,597.35,17.828,35.4,7.5,11064.0,2.2,201.5,182152.7,0.93075
Andijon,Toshkent viloyati - Angren,54084065.6,472.56,228298927.16,554.84,18.5912,49.44,8.36,10347.24,1.88,178.08,160600.96,0.92956
Andijon,Toshkent viloyati - Bekobod,62616849.5,540.6875,267471177.0,566.3125,17.30375,29.25,9.0,7881.0625,1.75,177.8125,112123.4375,0.93075
Andijon,Toshkent viloyati - Chirchiq,41516065.875,602.125,248221125.9375,504.375,18.46625,51.0,9.0625,10762.8125,2.6875,222.4375,226553.625,0.9523125
Andijon,Xorazm viloyati - Urganch,52732204.65,491.55,218981242.95,530.65,17.384999999999998,36.6,5.35,14925.4,2.75,214.4,221131.2,0.92705
Andijon,Xorazm viloyati - Xiva,48853668.2,587.4,235438904.1,589.3,18.302500000000002,43.2,7.4,8378.2,2.1,197.55,172484.15,0.9407500000000001
Andijon,Xorazm viloyati - Yangibozor,53714480.2631579,553.8421052631579,277955896.05263156,515.3157894736842,16.988421052631576,41.68421052631579,9.263157894736842,14488.052631578947,2.736842105263158,190.78947368421052,213121.63157894736,0.9249999999999999
Buxoro,Andijon viloyati - Andijon,47587028.666666664,475.8666666666667,203744477.6,556.0,16.340666666666667,40.0,7.466666666666667,8971.066666666668,2.4,209.26666666666668,173470.4,0.9388
Buxoro,Andijon viloyati - Asaka,46630098.94736842,559.8947368421053,203160926.89473686,631.3684210526316,18.925789473684212,49.26315789473684,8.578947368421053,11476.473684210527,2.1052631578947367,225.52631578947367,179635.8947368421,0.9311578947368421
Buxoro,Andijon viloyati - Shahrixon,40585836.652173914,603.5217391304348,265121536.6521739,573.7826086956521,18.751739130434782,43.82608695652174,7.739130434782608,13395.347826086956,2.4782608695652173,202.2173913043478,180859.60869565216,0.9329565217391304
Buxoro,Buxoro viloyati - Buxoro,52147557.5882353,488.1764705882353,257743036.52941176,606.1764705882352,17.773529411764706,36.705882352941174,7.705882352941177,8833.823529411764,2.0,190.64705882352942,138938.76470588235,0.9374117647058824
Buxoro,Buxoro viloyati - G‘ijduvon,38007417.8,588.0666666666667,235125616.33333334,515.0666666666667,16.677333333333333,37.6,5.333333333333333,10422.4,2.1333333333333333,188.26666666666668,128851.73333333334,0.9257333333333333
Buxoro,Buxoro viloyati - Kogon,57348449.9375,512.8125,279385059.8125,563.3125,17.03875,38.25,8.375,13255.5625,2.1875,204.3125,205659.8125,0.933875
Buxoro,Farg‘ona viloyati - Farg‘ona,59983771.8,664.4,245034751.6,529.8,17.031,48.0,9.3,10126.8,2.1,193.6,143906.0,0.9263
Buxoro,Farg‘ona viloyati - Marg‘ilon,47682191.961538464,586.3846153846154,283101126.5769231,594.4230769230769,18.54,35.07692307692308,6.846153846153846,11775.807692307691,2.0,207.6153846153846,160073.6923076923,0.9284230769230769
Buxoro,Farg‘ona viloyati - Qo‘qon,56463215.2,418.55,279857082.6,507.8,16.844,43.2,8.1,11678.4,2.45,213.35,177944.85,0.932
Buxoro,Jizzax viloyati - Do‘stlik,56361994.7037037,632.1481481481482,274834516.0,595.4814814814815,18.047037037037036,45.77777777777778,7.777777777777778,8414.444444444445,1.962962962962963,213.44444444444446,143505.88888888888,0.9302592592592593
Buxoro,Jizzax viloyati - G‘allaorol,54513404.0,595.9444444444445,278483048.1111111,566.4444444444445,16.179444444444446,44.0,6.722222222222222,7100.666666666667,1.6666666666666667,205.16666666666666,97731.44444444444,0.9187777777777778
Buxoro,Jizzax viloyati - Jizzax,56485294.777777776,504.44444444444446,286466648.2222222,605.8888888888889,14.754444444444443,39.333333333333336,7.666666666666667,11004.444444444445,1.9444444444444444,203.94444444444446,137859.72222222222,0.9215555555555556
Buxoro,Namangan viloyati - Chortoq,40335374.32,526.44,234867468.84,619.2,17.864,40.8,10.44,11457.4,1.68,183.72,138821.36,0.9256399999999999
Buxoro,Namangan viloyati - Namangan,49667763.0,480.3333333333333,218759542.2,664.1333333333333,17.324666666666666,43.2,6.933333333333334,6981.866666666667,1.8,211.2,130475.93333333333,0.9421333333333333
Buxoro,Namangan viloyati - Pop,56683817.277777776,637.2777777777778,248764827.2777778,601.2777777777778,18.038888888888888,42.666666666666664,7.055555555555555,11649.333333333334,2.2222222222222223,213.94444444444446,176375.05555555556,0.9381666666666667
Buxoro,Navoiy viloyati - Navoiy,45622649.95454545,497.5,250724436.8181818,548.9090909090909,15.789090909090909,42.0,8.045454545454545,16367.136363636364,3.0454545454545454,181.0,243809.13636363635,0.9261818181818182
Buxoro,Navoiy viloyati - Qiziltepa,42765122.222222224,519.4444444444445,256128236.25925925,595.7037037037037,17.294814814814814,42.22222222222222,8.222222222222221,18170.37037037037,2.3703703703703702,187.55555555555554,200537.14814814815,0.9177777777777778
Buxoro,Navoiy viloyati - Zarafshon,49599229.8,665.55,259778505.2,552.05,18.2555,51.0,7.8,13659.8,2.35,202.3,210899.5,0.92035
Buxoro,Qashqadaryo viloyati - Beshkent,64708918.058823526,508.2352941176471,263905481.94117647,610.0588235294117,19.043529411764705,44.470588235294116,9.588235294117647,12592.588235294117,2.411764705882353,191.47058823529412,184722.17647058822,0.9247058823529413
Buxoro,Qashqadaryo viloyati - Kitob,54742110.06666667,584.0,207663966.53333333,588.4666666666667,17.534666666666666,33.6,8.533333333333333,11608.2,2.3333333333333335,204.66666666666666,182185.6,0.9314
Buxoro,Qashqadaryo viloyati - Koson,42263551.0625,490.75,274291214.375,597.5,17.709375,45.0,7.625,15053.1875,2.4375,221.9375,214055.9375,0.936875
Buxoro,Qashqadaryo viloyati - Qarshi,42534138.277777776,493.3333333333333,301507462.3333333,626.3888888888889,18.21777777777778,48.0,8.88888888888889,15864.555555555555,2.6666666666666665,198.77777777777777,212270.0,0.9247777777777778
Buxoro,Qashqadaryo viloyati - Shahrisabz,36444470.538461536,634.8461538461538,211912136.15384614,591.2307692307693,17.108461538461537,44.30769230769231,9.615384615384615,11295.384615384615,2.1538461538461537,227.92307692307693,159326.38461538462,0.9319999999999999
Buxoro,Qashqadaryo viloyati - Yakkabog‘,60792033.14285714,589.2857142857143,258814210.23809522,581.3333333333334,17.194761904761908,43.42857142857143,8.476190476190476,18314.428571428572,2.7142857142857144,186.33333333333334,216888.42857142858,0.9197142857142857
Buxoro,Qoraqalpog‘iston - Chimboy,47574262.0,524.5294117647059,255705909.05882353,574.1176470588235,17.527058823529412,43.05882352941177,7.647058823529412,17168.58823529412,2.5294117647058822,206.7058823529412,218917.70588235295,0.9289999999999999
Buxoro,Qoraqalpog‘iston - Nukus,49146723.92,498.04,233678077.48,562.6,17.4432,40.8,8.04,9853.4,2.08,197.52,170941.68,0.93328
Buxoro,Qoraqalpog‘iston - Taxiatosh,47579705.48,546.6,266244417.32,653.44,18.1556,38.88,8.44,15539.8,2.84,202.52,220505.36,0.9294
Buxoro,Samarqand viloyati - Kattaqo‘rg‘on,51847700.041666664,615.5,301666691.4166667,586.9583333333334,16.96125,46.5,6.875,15197.083333333334,2.7083333333333335,198.91666666666666,220341.45833333334,0.9381666666666666
Buxoro,Samarqand viloyati - Nurobod,48096713.4375,548.75,260342919.5,584.5,18.036875000000002,45.0,8.125,12319.4375,2.625,191.875,193412.0625,0.9385625
Buxoro,Samarqand viloyati - Samarqand,54478237.15384615,487.0,247062462.53846154,559.2307692307693,18.321538461538463,39.69230769230769,8.076923076923077,9617.538461538461,2.3076923076923075,196.69230769230768,190536.84615384616,0.9236923076923076
Buxoro,Sirdaryo viloyati - Guliston,51385833.416666664,526.6666666666666,254419629.33333334,510.9166666666667,18.9375,47.0,7.25,17983.583333333332,2.4166666666666665,205.5,197371.66666666666,0.9239999999999999
Buxoro,Sirdaryo viloyati - Shirin,46631752.2,556.0,237982391.0,550.5333333333333,16.946,44.8,8.333333333333334,19098.466666666667,3.0,218.2,255147.53333333333,0.9246666666666666
Buxoro,Sirdaryo viloyati - Sirdaryo,42476110.5,486.2857142857143,245884018.35714287,602.4285714285714,18.46642857142857,34.285714285714285,8.285714285714286,14241.285714285714,2.2857142857142856,199.28571428571428,201936.7857142857,0.9218571428571429
Buxoro,Surxondaryo viloyati - Denov,42087814.6875,548.375,210533065.9375,567.75,16.274375,34.5,9.1875,16969.4375,2.75,198.1875,208636.6875,0.9185
Buxoro,Surxondaryo viloyati - Sherobod,48511406.2,529.4666666666667,325525827.8,554.6,18.134666666666664,41.6,7.666666666666667,12242.666666666666,1.4666666666666666,198.86666666666667,118490.93333333333,0.9096
Buxoro,Surxondaryo viloyati - Termiz,56411347.08,572.8,204024288.92,482.36,18.1296,36.48,7.64,16567.32,2.6,179.36,219519.36,0.9227200000000001
Buxoro,Toshkent shahri,53733313.23076923,612.3846153846154,245379880.3846154,600.0769230769231,16.915384615384617,44.30769230769231,7.769230769230769,10596.0,1.9230769230769231,212.69230769230768,150156.38461538462,0.9239230769230768
Buxoro,Toshkent viloyati - Angren,53376940.631578945,615.0,293685016.31578946,576.0,15.792105263157895,30.94736842105263,6.578947368421052,8068.9473684210525,1.6842105263157894,170.52631578947367,104394.47368421052,0.9206842105263157
Buxoro,Toshkent viloyati - Bekobod,54364315.86666667,640.6666666666666,302949055.8,567.3333333333334,18.31066666666667,37.6,9.0,8454.466666666667,1.6666666666666667,195.26666666666668,127084.33333333333,0.9238
Buxoro,Toshkent viloyati - Chirchiq,49576029.666666664,544.7333333333333,237614397.73333332,578.3333333333334,16.597333333333335,44.0,6.266666666666667,10169.466666666667,2.2,201.2,153986.66666666666,0.9329999999999999
Buxoro,Xorazm viloyati - Urganch,53224439.809523806,636.1428571428571,300869842.14285713,564.047619047619,15.788571428571428,41.142857142857146,9.619047619047619,7180.857142857143,1.9523809523809523,199.04761904761904,142871.95238095237,0.9260952380952381
Buxoro,Xorazm viloyati - Xiva,66976686.0,494.2,203538925.9,543.9,15.532,36.0,9.7,5257.4,1.0,192.6,72706.1,0.9259999999999999
Buxoro,Xorazm viloyati - Yangibozor,48466678.82608695,646.1304347826087,225886568.39130434,534.4347826086956,17.971304347826084,41.21739130434783,8.347826086956522,10173.391304347826,2.5652173913043477,197.91304347826087,190853.39130434784,0.9331304347826087
Farg‘ona,Andijon viloyati - Andijon,55009373.166666664,520.9444444444445,290855061.4444444,577.4444444444445,17.795555555555556,40.666666666666664,7.111111111111111,11737.388888888889,2.388888888888889,220.05555555555554,190971.77777777778,0.9393888888888888
Farg‘ona,Andijon viloyati - Asaka,57096932.5,460.6,253714906.65,596.0,19.058,44.4,6.75,14520.5,2.25,212.2,176498.0,0.9164999999999999
Farg‘ona,Andijon viloyati - Shahrixon,40098736.222222224,511.8888888888889,240054577.1111111,562.4444444444445,16.583333333333332,41.333333333333336,9.11111111111111,13631.111111111111,2.2777777777777777,199.88888888888889,175271.5,0.9205
Farg‘ona,Buxoro viloyati - Buxoro,33605114.55555555,511.0,245827143.16666666,542.4444444444445,18.770555555555557,45.333333333333336,8.0,12822.888888888889,1.8333333333333333,166.16666666666666,143743.0,0.9193888888888888
Farg‘ona,Buxoro viloyati - G‘ijduvon,70633245.09523809,623.1428571428571,226762486.52380952,579.6666666666666,19.07857142857143,52.57142857142857,7.095238095238095,11444.619047619048,2.3333333333333335,194.23809523809524,173549.80952380953,0.9226666666666667
Farg‘ona,Buxoro viloyati - Kogon,40956609.615384616,629.2307692307693,327190363.0769231,595.7692307692307,18.843846153846155,42.46153846153846,10.153846153846153,10848.692307692309,2.3846153846153846,208.15384615384616,171464.38461538462,0.9233846153846154
Farg‘ona,Farg‘ona viloyati - Farg‘ona,48991829.78947368,624.3684210526316,238991819.10526314,594.578947368421,18.488947368421055,49.89473684210526,6.894736842105263,9661.368421052632,1.736842105263158,188.0,132659.42105263157,0.9222631578947368
Farg‘ona,Farg‘ona viloyati - Marg‘ilon,50131668.52380952,637.3333333333334,291652508.52380955,547.952380952381,17.557142857142857,42.857142857142854,8.619047619047619,12611.619047619048,2.9523809523809526,207.28571428571428,235928.61904761905,0.9327142857142857
Farg‘ona,Farg‘ona viloyati - Qo‘qon,50896787.277777776,525.8888888888889,324663048.3333333,582.0,17.46611111111111,42.666666666666664,7.666666666666667,15111.5,2.7222222222222223,196.77777777777777,223161.55555555556,0.9245555555555556
Farg‘ona,Jizzax viloyati - Do‘stlik,46912036.40909091,574.0454545454545,257691571.63636363,633.1818181818181,17.664545454545454,41.45454545454545,7.318181818181818,13329.454545454546,2.409090909090909,210.3181818181818,196908.86363636365,0.9371363636363637
Farg‘ona,Jizzax viloyati - G‘allaorol,47333117.5882353,486.0,214383519.05882353,628.5882352941177,17.822352941176472,42.35294117647059,7.705882352941177,13925.35294117647,2.5294117647058822,200.88235294117646,204551.23529411765,0.9386470588235294
Farg‘ona,Jizzax viloyati - Jizzax,53888028.5,464.7,278219932.9,567.7,18.4815,33.6,8.25,18017.4,2.55,184.45,195160.3,0.9191499999999999
Farg‘ona,Namangan viloyati - Chortoq,53895829.5,572.5,301394353.3333333,539.0,19.391666666666666,36.0,10.333333333333334,5213.5,1.8333333333333333,229.5,164698.66666666666,0.9545
Farg‘ona,Namangan viloyati - Namangan,55524527.777777776,515.7222222222222,260054017.3888889,600.6666666666666,18.024444444444445,40.666666666666664,8.11111111111111,9927.5,2.0,237.94444444444446,147582.38888888888,0.9261666666666666
Farg‘ona,Namangan viloyati - Pop,45518691.28571428,564.047619047619,318870550.52380955,608.3333333333334,18.206190476190475,46.857142857142854,9.619047619047619,11376.952380952382,1.9047619047619047,210.38095238095238,137902.95238095237,0.9202857142857143
Farg‘ona,Navoiy viloyati - Navoiy,52125288.05,477.0,310217366.85,552.4,17.3965,34.8,8.15,12260.3,2.0,189.8,160646.3,0.9210499999999999
Farg‘ona,Navoiy viloyati - Qiziltepa,45277133.733333334,536.3333333333334,276165874.53333336,575.3333333333334,17.46066666666667,45.6,8.733333333333333,10030.066666666668,2.0,187.73333333333332,141381.13333333333,0.9291333333333333
Farg‘ona,Navoiy viloyati - Zarafshon,58756469.5,508.1111111111111,262826938.0,580.1666666666666,18.058888888888887,34.666666666666664,7.944444444444445,10213.888888888889,2.3333333333333335,192.5,199958.88888888888,0.9383888888888888
Farg‘ona,Qashqadaryo viloyati - Beshkent,45573018.625,645.875,346005520.375,592.125,18.425,39.0,7.125,12561.5,2.875,147.0,240503.875,0.9305
Farg‘ona,Qashqadaryo viloyati - Kitob,52735139.4,471.26666666666665,246347621.06666666,570.0,18.333333333333332,42.4,7.0,10711.4,2.066666666666667,184.0,170524.53333333333,0.9260666666666667
Farg‘ona,Qashqadaryo viloyati - Koson,48790112.44444445,589.6111111111111,273355124.1666667,587.2222222222222,16.233888888888888,36.0,7.944444444444445,8655.277777777777,2.111111111111111,157.66666666666666,155855.83333333334,0.9507777777777778
Farg‘ona,Qashqadaryo viloyati - Qarshi,43710588.0,498.6666666666667,250294527.95238096,607.8095238095239,16.995238095238093,38.285714285714285,6.714285714285714,19068.238095238095,2.7142857142857144,192.28571428571428,211287.2857142857,0.9202857142857143
Farg‘ona,Qashqadaryo viloyati - Shahrisabz,43943919.0,507.5,264081502.95,568.4,16.4615,40.2,7.45,10765.9,2.0,202.7,146816.5,0.9252499999999999
Farg‘ona,Qashqadaryo viloyati - Yakkabog‘,46228378.5882353,666.1764705882352,221896557.29411766,572.3529411764706,18.69058823529412,32.470588235294116,9.529411764705882,11355.823529411764,2.3529411764705883,210.7058823529412,185686.88235294117,0.9338235294117647
Farg‘ona,Qoraqalpog‘iston - Chimboy,51207910.0,544.0588235294117,247063617.47058824,621.2352941176471,17.468823529411765,45.88235294117647,8.058823529411764,11031.0,1.9411764705882353,212.7058823529412,167245.58823529413,0.9241764705882353
Farg‘ona,Qoraqalpog‘iston - Nukus,56383970.176470585,508.05882352941177,286923386.8235294,624.1176470588235,16.263529411764708,46.588235294117645,7.588235294117647,12009.29411764706,2.176470588235294,211.76470588235293,151662.5294117647,0.9245882352941176
Farg‘ona,Qoraqalpog‘iston - Taxiatosh,58563145.0625,456.5,185881603.9375,546.875,17.555625,28.5,8.25,8012.375,2.0625,189.6875,156998.8125,0.9473125
Farg‘ona,Samarqand viloyati - Kattaqo‘rg‘on,42949314.54545455,524.8181818181819,268420463.22727272,545.0454545454545,17.896818181818183,39.81818181818182,9.681818181818182,11452.272727272728,2.4545454545454546,215.36363636363637,203418.13636363635,0.9329999999999999
Farg‘ona,Samarqand viloyati - Nurobod,50270016.291666664,488.875,316986073.6666667,513.125,17.292083333333334,43.5,7.875,15217.416666666666,2.4583333333333335,200.45833333333334,214127.95833333334,0.9264166666666666
Farg‘ona,Samarqand viloyati - Samarqand,39669504.333333336,616.3333333333334,279109803.5,649.9444444444445,18.69,35.333333333333336,7.444444444444445,10022.777777777777,1.8333333333333333,199.66666666666666,144543.44444444444,0.929
Farg‘ona,Sirdaryo viloyati - Guliston,51144294.23809524,603.1904761904761,258038876.2857143,551.6190476190476,16.833809523809524,39.42857142857143,7.857142857142857,12164.904761904761,2.5714285714285716,202.23809523809524,214650.2857142857,0.9340952380952381
Farg‘ona,Sirdaryo viloyati - Shirin,51142717.25,570.0833333333334,292281906.5833333,623.625,16.60291666666667,41.0,8.791666666666666,15294.166666666666,2.4583333333333335,197.45833333333334,204090.625,0.9257083333333332
Farg‘ona,Sirdaryo viloyati - Sirdaryo,34179701.04347826,532.5217391304348,241391453.91304347,560.8260869565217,17.954347826086956,37.04347826086956,7.521739130434782,11798.695652173914,2.1739130434782608,200.82608695652175,173600.0,0.9301739130434782
Farg‘ona,Surxondaryo viloyati - Denov,52297623.4,587.6666666666666,224841958.06666666,547.4666666666667,16.198,46.4,8.133333333333333,22497.266666666666,3.2,167.86666666666667,281715.06666666665,0.9196000000000001
Farg‘ona,Surxondaryo viloyati - Sherobod,48359526.15789474,521.4736842105264,288533785.4736842,533.9473684210526,16.75,41.68421052631579,6.894736842105263,9657.21052631579,1.5789473684210527,189.89473684210526,113966.05263157895,0.9233684210526316
Farg‘ona,Surxondaryo viloyati - Termiz,52884826.473684214,508.5263157894737,271703952.4736842,580.5263157894736,16.556842105263158,44.21052631578947,9.31578947368421,8406.421052631578,2.1052631578947367,223.47368421052633,153205.63157894736,0.9356315789473685
Farg‘ona,Toshkent shahri,55338843.95454545,488.04545454545456,284543025.90909094,612.5454545454545,17.98818181818182,40.36363636363637,8.772727272727273,10536.5,2.090909090909091,193.3181818181818,153380.5909090909,0.9277272727272727
Farg‘ona,Toshkent viloyati - Angren,54445973.85714286,603.2857142857143,250111931.85714287,608.7142857142857,16.205714285714286,48.857142857142854,7.5,11586.857142857143,2.357142857142857,188.28571428571428,189732.57142857142,0.9321428571428572
Farg‘ona,Toshkent viloyati - Bekobod,40305190.941176474,506.4117647058824,255940747.05882353,564.0,16.08529411764706,36.705882352941174,8.529411764705882,5704.176470588235,1.6470588235294117,188.64705882352942,112012.76470588235,0.9281764705882353
Farg‘ona,Toshkent viloyati - Chirchiq,44392822.7037037,527.7037037037037,242064706.8148148,588.8518518518518,17.765555555555554,43.111111111111114,7.703703703703703,8526.703703703704,2.074074074074074,192.4814814814815,153108.55555555556,0.9281111111111111
Farg‘ona,Xorazm viloyati - Urganch,53765121.86956522,644.5652173913044,245967266.73913044,620.9565217391304,17.46217391304348,41.21739130434783,8.304347826086957,8335.521739130434,2.0,185.3913043478261,155403.1739130435,0.9330869565217391
Farg‘ona,Xorazm viloyati - Xiva,48603084.375,378.25,331574117.0,519.125,15.21875,45.0,8.75,10161.875,1.875,207.5,158360.75,0.947875
